dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Jul 25, 2018",Current Employee - Workforce Analyst,Workforce Analyst,not mentioned,5,4,5,3,5,4
" Oct 29, 2014",Current Employee - Software Development Engineer,Absolutely the best experience I could hope for. I have an amazing team!,"comprehensive benefits stock options, 401k matching, etc. great bonuses not many 80 hour weeks managers respect your time off. it rains a lot :( lots of meetings",5,4,5,5,5,4
" Mar 28, 2016",Former Employee - Anonymous Employee,It's Up to You,"you will learn a lot and grow your career quickly. always opportunities to take on new responsibility a lot of smart people to be working with.. it really is up to who you work with and who your manager is that determines if you have a good time here. things move fast and they expect you to pick things up very quickly. if that's not you, then this work environment isn't for you.",2,2,2,4,4,1
" Sep 17, 2018",Current Employee - Developer Advocate,It's not what I expected,not mentioned,5,5,4,5,5,5
" Jul 11, 2015",Current Employee - Software Designer,iOS at scale - more than 50 apps and counting!,"massive scale. i build user interface tools and libraries for the 50 ios teams at google. exciting creative work across a variety of products. on any given week i'll consult with at least three or four different product teams. small teams having ma. it's a big company every team at google has its good and bad side. open source for ios at google is still just getting started, though things are improving substantially!",5,5,5,5,4,3
" Apr 5, 2016",Former Employee - Anonymous Employee,Manager,not mentioned,5,5,5,5,5,5
" Nov 27, 2017",Former Employee - Strategic Partner Manager,Best company I have ever worked for,"amazing people open culture perks (food, gym, pool, health insurance ...) lots of trainings, role unrelated and related flexibility (work from different offices/home) great management despite size fast moving lots of opportunities to get i. it's a big company so expect a little bit of admin work visibility is very important in the promotion process",5,5,5,4,4,5
" Feb 19, 2017",Current Employee - Customer Relations,High pressure call centre,not mentioned,1,1,1,1,3,1
" Mar 3, 2013",Current Employee - Software Development Engineer In Test (SDET),"Huge company, large opportunities",not mentioned,5,4,3,5,4,4
" Feb 11, 2016",Current Employee - Associate,"its not a workplace, its a family full of mad love!","professional, personal, career, whatever you need, fb gives you! growth, visibility unlimited the only place that i worked which lets me be! never afraid of being judged, i can go as stupid as i want to, as long as i learn something out of it.... its a place for those, who are not ready to do any job for good money the motivation at fb is not money, its much beyond it it is about running my own workplace so if you are looking for a clean 9 to 5 job with limited accountability, no one wil",5,5,5,5,4,5
" Jun 1, 2016",Current Employee - Solution Specialist,Amazing Work-Life Balance and Inspiring Technology Innovation,"rapidly changing brand perception, significantly greater inbound client interest and compelling stories and products to present to customers leadership cleanup is going well and only a few staunch holdouts of the ""old microsoft"" remain, satya is a vis. it's an enormous and bureaucratic company which means long cycles for decision makings, difficult to corral resources, very siloed work groups, etc. (that being said most people are only a skype call or an email away and people actually respond if you h",5,5,5,5,5,5
" Jun 2, 2016",Current Employee - Product Manager,Great place to work for,not mentioned,5,4,5,5,5,4
" Mar 29, 2017",Former Employee - Partner Manager,Amazing place to work,not mentioned,5,5,5,5,5,5
" Oct 19, 2015",Current Employee - Anonymous Employee,Software engineer,not mentioned,4,none,none,none,none,none
" Jan 27, 2015",Current Employee - SMB Marketing,Once in a lifetime opportunity to create solutions for problems at a scale that not many other companies can even touch.,not mentioned,5,5,5,4,5,4
" Oct 27, 2008",Current Employee - Program Manager,Great place to work if you love technology,"it's the world's biggest software company, and is always doing something exciting the work is interesting and has a real world impact the work/life balance is good high job stability. it's hard to advance to high level positions",4,4,none,4,4,4
" Sep 9, 2010",Current Employee - Software Engineer,Great place to work!,not mentioned,4,4,none,4,4.5,4
" Sep 12, 2011",Current Employee - Manager,Its Chaos...and fishy goal setting! Caveat Emptor!,"brand. amazon is a big name, period. a lot of processes are nowhere in place. you can take ownership to set them. a lot of direct hostility is done with in terms of work environment, thanks to its open culture. however, subtle stuff remains. . its highly chaotic. and worse is that they take pride in being chaotic, and continue to work in that fashion. imo, it leads to huge wastage of resources(mental and others), repetition of work, and unnecessary confusion. average compensation for a he",3,1.5,none,3,2.5,2
" Feb 17, 2016",Current Employee - Software Engineer,Interesting work,not mentioned,5,4,4,4,5,none
" Aug 19, 2013",Current Employee - Program Manager,"Great place to start your career, but you can move faster elsewhere","good culture and smart people great processes, things do get done, you'll learn a lot if you haven't worked at a large organized tech company before friendly, hard working people good pay lots of business units and cool work to be done and switc. it's not clear where some decisions are being made, especially large fundamental shifts in direction that can undo all the work that you've done. no innovation in many business units",4,5,4,4,4,3
